

Lista;V=10;gestosc=25
nr;BFS;DFS;Dijkstra;BellmanFord
69;141956;281985;393885;7577137;
70;142532;280303;406790;7641635;
71;142229;280236;389004;7722496;
72;143955;278632;396311;7666450;
73;138900;317918;395410;7701551;
74;138857;275283;388112;8004464;
75;142694;279969;387684;7620765;
76;169737;280115;389674;7485372;
77;137851;279629;392414;7935937;
78;144208;275998;391690;7979393;
79;146274;278079;395706;7763672;
80;144518;278913;390287;8204843;
81;139216;397513;592452;8142895;
82;145563;279116;392654;7741076;
83;179019;280833;506811;7867952;
84;147728;280459;386932;8000866;
85;139865;281909;396173;7998817;
86;147857;280210;390947;8145349;
87;142532;282062;431156;7749397;
88;146619;281547;390475;7924055;
89;140197;278400;390449;7949150;
90;147457;282335;392292;7691447;
91;141975;277091;387507;7788274;
92;139653;285373;387870;7793449;
93;145384;287767;385778;7546831;
94;139091;289260;444475;7707348;
95;139421;279421;431151;7754550;
96;146496;279133;391504;7542988;
97;145043;350877;388734;7518396;
98;142118;278995;430450;7754711;
99;143836;279050;397410;7565423;
100;145074;279565;387644;7560694;



Lista;V=100;gestosc=50
nr;BFS;DFS;Dijkstra;BellmanFord
1;137019;440261;370385;4650337;
2;131821;443786;377216;4864235;
3;125326;438330;365184;4791607;
4;128295;433730;357371;4601479;
5;130800;433882;361703;4598254;
6;125476;433082;411281;4698876;
7;123583;488583;522768;4886393;
8;137361;436573;555371;5389326;
9;134320;450300;371596;5207622;
10;134274;460154;375941;4886731;
11;233212;469077;369666;4667595;
12;129653;440799;365273;5222608;
13;133584;446985;427726;5112685;
14;135075;446981;617686;4635921;
15;133857;441117;370467;4883503;
16;134453;440119;371310;4738168;
17;130148;438127;382144;5063397;
18;132491;442296;371895;5094016;
19;137944;689422;372823;4783892;
20;130823;436876;371130;4798817;
21;132937;439252;424469;4657513;
22;133132;439982;368391;4796571;
23;134291;446142;373740;5002762;
24;127984;682579;414902;4845816;
25;136950;445703;376973;5377940;
26;132377;445331;367839;4572698;
27;130909;443956;370038;4935513;
28;132393;441065;370232;4868627;
29;131312;445277;376518;4685393;
30;128233;438368;365623;4657646;
31;134283;443130;369480;4803607;
32;126890;435833;364721;4606230;
33;128969;439351;369953;4672881;
34;128751;433775;399139;4539237;
35;121262;430335;355951;4534796;
36;122109;536674;606476;4906318;
37;130311;428109;357531;4930705;
38;126648;430076;358771;4670713;
39;131317;530119;735721;4758290;
40;129443;429009;358774;5364312;
41;134844;484652;476986;4798321;
42;128169;619789;386235;4509744;
43;132886;444606;364018;5019492;
44;133059;440132;364859;4521962;
45;129556;443182;367317;4876988;
46;140596;451711;420908;5017641;
47;137944;676774;384298;4649908;
48;139490;449630;371261;4776126;
49;135418;437521;435797;4617722;
50;130852;444355;366169;5059008;
51;130775;434290;370550;5025958;
52;141849;439850;365120;4573003;
53;132736;481779;372186;4910729;
54;133669;440228;365583;4739243;
55;133594;442188;401056;5049946;
56;133715;440930;362443;4957077;
57;133923;433712;361660;4598719;
58;147220;454782;368993;4942405;
59;138742;448950;372946;5042712;
60;127086;448973;585849;4648021;
61;132983;440246;368576;4644901;
62;133233;441137;374440;4548145;
63;139698;434513;367782;4715420;
64;134410;461403;389149;4847505;
65;126493;435930;368773;4528303;
66;130846;439022;368194;4503448;
67;247664;456967;367956;4664274;
68;124946;436972;369230;4981734;
69;132783;451939;369712;4819009;
70;136449;440657;371437;5013247;
71;137430;448389;367486;4884280;
72;133274;665828;428152;4952535;
73;134995;438300;376509;5237665;
74;128758;442752;364640;4820801;
75;133026;444329;393374;4770661;
76;135347;441700;384080;4995592;
77;134788;449074;382849;4622508;
78;130611;442288;363713;5081533;
79;134759;444219;371621;5292378;
80;136293;644553;372790;4734359;
81;137388;445389;369816;4767483;
82;133666;439356;368744;4803102;
83;130598;441206;366122;4751782;
84;133375;449724;376697;4964040;
85;134843;444195;367401;4625022;
86;129622;497988;369625;4846549;
87;133316;447909;369827;4896758;
88;133377;447261;456366;4634863;
89;134314;447360;372213;4923243;
90;133824;448772;376063;4724453;
91;133112;444927;389232;5018965;
92;136647;521875;405185;4927255;
93;130804;451806;402592;5000233;
94;134324;446779;371593;4631606;
95;130959;445996;373896;4808067;
96;126565;490560;370972;5096751;
97;132529;506051;374593;4936971;
98;131446;445091;370473;4622651;
99;140253;443971;363793;4826645;
100;133413;441699;518274;4704567;



Macierz;V=100;gestosc=50
nr;BFS;DFS;Dijkstra;BellmanFord
1;207562;486713;424402;11968684;
2;202947;588063;421913;11459008;
3;205807;488798;429701;11571665;
4;207642;482485;422574;11704630;
5;205961;492383;419788;11707094;
6;209258;489170;422573;11706592;
7;203780;490801;418627;11847362;
8;206179;490249;426385;11497875;
9;207280;483085;421081;11485955;
10;206923;488698;425697;11854865;
11;204742;482167;427068;12691952;
12;209123;481608;432759;11479361;
13;199466;485584;423009;11524102;
14;203189;487996;456917;11484534;
15;198473;477863;418561;11530397;
16;205167;477948;418833;11384720;
17;200915;493030;441646;11405068;
18;198491;517526;455905;11197055;
19;196669;467379;413015;11237175;
20;198262;477630;508220;11541175;
21;283118;488166;410596;11189484;
22;198490;471176;411005;11405821;
23;196122;477170;418290;11395367;
24;199270;539337;418305;11226296;
25;199815;473974;412459;11860369;
26;200656;477582;599234;11154520;
27;199690;472625;411796;12259344;
28;198171;479428;415568;12613955;
29;293221;514027;412137;12294932;
30;343496;819511;413846;11746683;
31;201020;477241;410054;13455536;
32;197519;475167;413961;11847589;
33;202977;482974;425483;11954773;
34;203900;515797;423505;11596265;
35;202935;482516;426078;11907868;
36;438889;737792;456545;11817033;
37;207854;485297;432765;12061983;
38;200555;484800;506228;11893155;
39;205464;484537;461251;11711654;
40;205356;488476;423103;12018071;
41;205662;487187;418862;11867268;
42;203330;491565;422474;12001041;
43;203696;487175;430434;11811045;
44;206279;489307;425477;11929852;
45;207699;481141;421993;11745110;
46;206349;491437;422837;11866375;
47;200850;482944;604866;11849501;
48;203340;487259;420108;11876854;
49;203781;485848;428513;11893060;
50;202320;479283;422296;11553793;
51;205628;487996;421693;11668727;
52;204369;485704;425185;11856993;
53;203383;482668;421803;11922906;
54;222056;489699;422326;11576027;
55;203404;492725;481089;11681437;
56;205737;483879;426531;11337508;
57;203490;483416;426228;11666456;
58;199575;482103;418238;11642129;
59;197780;481754;420186;11745212;
60;199232;483899;427145;11586470;
61;201836;544687;423253;11422579;
62;200456;489464;424485;11509767;
63;199401;475638;413380;11585216;
64;197681;471377;411302;11687110;
65;193076;467126;409754;11818931;
66;196831;477367;412852;11546084;
67;196772;539687;492382;11769220;
68;196428;484056;448153;11159389;
69;201580;473264;413227;12170674;
70;195062;468339;409626;11931572;
71;194286;475769;508396;12097171;
72;194564;471590;406815;11939983;
73;224924;484000;426667;11400356;
74;204914;483384;420503;11419315;
75;201741;486286;422955;11594164;
76;197849;484157;423736;11481330;
77;197104;485781;425087;11363943;
78;210195;489954;433685;11231566;
79;192202;471409;410635;11678150;
80;196889;475458;411757;11038321;
81;192817;477595;410577;11621068;
82;194884;474196;408154;11110271;
83;191124;465928;411549;11600087;
84;193546;468546;412146;11140522;
85;199995;475777;423257;11440824;
86;193769;474340;411290;11223153;
87;196630;475355;418304;11449113;
88;195564;484243;413529;11461759;
89;193514;473805;413951;11498199;
90;194005;474510;414534;11332265;
91;192856;476377;456777;11399992;
92;198815;467440;414050;11148750;
93;191676;470397;414609;11366405;
94;197250;475455;411793;11144795;
95;195350;469795;411527;11454393;
96;193252;474231;409900;11139538;
97;190990;476931;411861;11545868;
98;196710;474390;411805;11120203;
99;194476;549969;412904;11375281;
100;193567;471458;414625;11163085;



Lista;V=100;gestosc=75
nr;BFS;DFS;Dijkstra;BellmanFord
1;176059;625937;400849;8876034;
2;170834;703295;398389;8485565;
3;172437;636898;397942;8249930;
4;171760;631177;395139;7851223;
5;182281;1183389;774638;8943043;
6;245742;672039;555234;8555413;
7;179098;678464;397473;8021508;
8;173460;627154;394748;8549398;
9;181536;713789;409068;8023173;
10;180907;644333;406598;8052431;
11;182835;647269;451597;8753020;
12;173782;689506;406294;8506115;
13;173802;629485;389406;7991595;
14;168829;632769;393733;8696813;
15;174130;634433;392155;8191984;
16;172665;632437;394285;8227612;
17;173456;629372;395395;8326272;
18;168354;628746;392218;8050952;
19;176469;633207;399225;8554508;
20;167987;626870;400892;8579213;
21;173743;629939;392780;7937727;
22;173982;630900;396375;8737844;
23;173803;631482;389851;8347966;
24;170472;627855;398705;8449769;
25;179848;632284;401188;8733979;
26;172093;629584;392564;8210611;
27;174285;637819;396875;8574539;
28;176307;629506;390920;8262080;
29;177960;634714;394145;8412418;
30;175006;628638;390348;8387079;
31;175031;627894;391848;8851370;
32;179092;725904;401841;8425493;
33;177584;628643;393408;8436102;
34;174626;637669;394311;8960884;
35;268795;634659;399446;8169218;
36;173663;627520;393321;8421413;
37;176193;628695;399664;8552416;
38;175905;628557;397100;8065997;
39;176041;627496;391286;8381056;
40;178711;636413;401762;8546778;
41;177685;625958;392342;8135532;
42;175648;624860;388815;8145266;
43;177180;653365;389453;8794641;
44;177583;635889;397642;8801891;
45;175831;629529;395440;8231765;
46;176287;624174;392182;8152671;
47;174868;679453;400205;8746449;
48;176867;628265;393331;8230715;
49;178725;629858;402451;8866368;
50;174083;629235;393104;8023399;
51;176137;628654;391332;7884757;
52;182022;706343;401289;8313825;
53;182971;632075;396096;7789992;
54;175319;628858;394300;8036640;
55;179267;717299;451374;8852144;
56;179282;683844;404759;8490595;
57;177889;630770;397794;8689375;
58;177340;788967;473955;8571042;
59;183387;638884;440793;7940587;
60;176640;627978;392703;7898699;
61;177411;720103;473087;8543313;
62;174721;814491;391145;7849526;
63;177522;630369;391245;8188048;
64;174833;629156;398855;8602684;
65;183082;752588;754402;7918296;
66;173956;631827;395755;8115581;
67;173621;629505;400270;8412545;
68;170219;632773;396422;8085087;
69;174717;634636;400885;8276898;
70;176793;631686;394110;8418264;
71;172884;633633;394956;8066777;
72;172946;630270;398350;8201094;
73;172586;631503;469942;8213304;
74;168163;630327;398354;8039186;
75;174485;639139;397375;8231197;
76;168082;629461;399980;8182883;
77;173377;629021;398275;8167878;
78;174244;629253;398880;8534220;
79;173514;639300;394054;8254518;
80;173231;632160;406661;8590095;
81;175466;686832;393727;8251007;
82;170067;748677;398838;8121745;
83;174007;630678;392311;8245884;
84;168601;635151;393537;8260347;
85;173017;628327;392898;8086410;
86;175770;628455;399983;8209901;
87;171933;634455;388933;8731826;
88;170379;632510;398179;8463746;
89;174395;729312;397381;8087180;
90;168050;635681;388628;8572857;
91;174490;636554;398072;8470241;
92;173206;629888;389040;7890365;
93;174507;630061;399529;8450062;
94;170504;632568;395160;8432701;
95;176202;638447;408967;8490472;
96;168896;631938;399043;8684711;
97;188044;663822;424880;8220120;
98;174751;632344;398350;8529065;
99;173837;633231;399192;8707557;
100;168619;630755;394244;7951602;



Macierz;V=100;gestosc=75
nr;BFS;DFS;Dijkstra;BellmanFord
1;197721;621285;394564;9684743;
2;188777;620041;391637;9693584;
3;193980;622975;394625;9603223;
4;193664;615718;393102;9644777;
5;253324;781176;7971428;16371414;
6;271744;854038;553035;18443043;
7;244160;767330;572314;11771115;
8;231056;723824;455367;10605906;
9;199200;613595;392101;10816020;
10;198003;618801;423350;10095442;
11;203802;658047;407925;11063364;
12;241061;744498;478587;11450826;
13;201884;631018;400165;9888888;
14;193390;631298;399086;9930079;
15;197894;637939;406224;9883651;
16;199522;628980;403595;9889306;
17;198840;638212;401276;9934716;
18;193798;638636;401055;9859919;
19;197894;622994;390912;9664476;
20;188682;618505;387027;9710379;
21;193904;620739;392868;9634350;
22;192297;618293;388775;9621683;
23;194553;616297;392356;9878139;
24;189644;660400;392758;9825306;
25;199516;620348;391619;9698285;
26;196273;616209;438233;10024583;
27;194545;668183;667669;9625591;
28;197241;616131;392205;9830387;
29;197079;683408;395660;10052978;
30;195809;616116;390871;10056969;
31;196791;616700;390049;9952818;
32;196963;611453;396948;9923275;
33;195535;622942;391365;9729697;
34;198908;619424;393967;10161934;
35;319473;680139;406891;9640045;
36;197379;619429;389159;10158396;
37;191809;618085;393727;9925240;
38;197595;716044;396798;9643918;
39;198313;628765;391294;10136257;
40;193457;685466;394982;9878861;
41;195878;622434;394350;9990408;
42;196519;662466;441960;10014764;
43;198508;618005;441137;9934034;
44;194844;623730;394890;9843824;
45;198312;618226;392793;10072726;
46;195385;619733;391997;9728829;
47;196236;622049;393505;10123160;
48;198655;622436;392895;9649973;
49;198329;620779;394619;10041844;
50;193524;618913;393161;9966866;
51;198744;622789;391433;9650008;
52;197306;616440;388724;10095544;
53;194741;706359;553723;9924567;
54;196915;614533;392409;9694026;
55;197338;731914;433662;10021949;
56;194697;616421;397854;9799773;
57;197137;616014;394684;9816566;
58;198202;619156;395085;10001912;
59;199288;621802;389492;9944020;
60;195059;621843;393775;9748618;
61;195715;712490;390088;9636638;
62;188449;616228;389186;9737935;
63;194273;618780;395496;9663899;
64;192367;627128;391915;9610495;
65;193769;615489;395580;9972358;
66;189816;618927;390827;9635348;
67;194807;621580;390544;9615973;
68;189544;617148;386280;9737449;
69;193492;614614;396498;9693025;
70;193753;619062;392439;9645777;
71;204328;618010;392669;9804239;
72;191508;615393;393735;9609860;
73;196383;615958;395588;9640563;
74;189185;618183;388576;9709267;
75;193200;627486;394753;9649011;
76;194153;620438;392570;9732014;
77;199446;657868;389939;9629272;
78;189363;618068;436422;9699817;
79;197677;616561;390938;9732115;
80;192709;624316;393632;9622364;
81;193786;619751;395985;9835956;
82;190206;618099;394199;9637968;
83;195001;624017;395505;9689018;
84;188392;619371;393051;9742971;
85;192659;621282;392130;9741191;
86;192668;624439;392392;9607304;
87;194051;616542;395567;9856546;
88;189549;616861;391525;9635270;
89;195005;613972;394108;9639192;
90;193732;619350;390198;9758646;
91;193156;619139;392863;9573775;
92;193524;616089;395516;9820376;
93;193598;618739;393276;9846507;
94;189916;617052;430681;9626334;
95;196134;617066;397280;9623273;
96;189415;616649;394525;9730039;
97;193742;623055;393138;9756088;
98;193143;615148;392174;9748805;
99;196765;619786;385813;9874501;
100;189462;619787;390356;9617501;



Lista;V=100;gestosc=100
nr;BFS;DFS;Dijkstra;BellmanFord
1;220499;835481;434916;11937957;
2;306997;1190270;509061;12389287;
3;222497;828940;434588;12470638;
4;220195;830939;430121;11532912;
5;218620;828159;423735;11896935;
6;220700;831850;437352;12349649;
7;219155;831369;424545;11762339;
8;218274;829475;427931;11606341;
9;220139;838084;597659;12257612;
10;220324;827834;424554;11570447;
11;219720;826230;423625;11689149;
12;223114;830838;428848;12441652;
13;220944;831837;430895;12406921;
14;219483;883579;477478;11825219;
15;222377;1040445;431502;11868691;
16;221609;831263;427474;12584056;
17;221020;834457;428910;12083580;
18;222016;831184;436240;12558336;
19;221138;831871;428163;11944028;
20;220854;838280;564205;11589782;
21;220589;828637;429462;12003415;
22;219826;839541;438355;12129037;
23;217532;827766;421458;11686073;
24;222978;833039;432292;11865197;
25;215114;851296;464696;12211794;
26;217256;830892;421964;11313594;
27;218280;827587;427699;11270158;
28;213336;844732;426942;12000430;
29;222816;917373;430226;12256532;
30;219514;833313;430551;11991318;
31;213890;815241;422725;11685152;
32;219387;830140;430667;11857720;
33;218240;830890;431251;12233854;
34;214412;850252;416904;11661074;
35;214879;844752;462093;11638189;
36;216047;826672;423911;11691416;
37;215697;831871;425712;12178599;
38;225326;875537;562529;11806697;
39;217814;826121;427338;11751202;
40;219619;831031;430868;11956868;
41;217490;828352;428055;11853510;
42;212858;810333;412983;12294065;
43;218917;830355;435276;12070300;
44;220826;832529;443898;12194678;
45;219174;835882;422463;11944350;
46;214168;927461;427667;12138231;
47;265809;934345;467581;12141575;
48;216648;827013;426509;11785642;
49;219978;833227;434779;12512876;
50;217649;828108;537748;11926415;
51;224144;831560;431932;11936787;
52;210784;809468;461444;11835446;
53;214072;849600;420455;12075116;
54;218663;829124;424420;12009986;
55;214669;810650;409645;11341906;
56;259049;946425;628709;11997723;
57;250657;954677;512844;12311754;
58;216861;833534;427998;11922309;
59;218738;831720;439429;11894084;
60;214895;925969;431536;11972277;
61;216720;827645;419413;11737054;
62;218371;828801;425026;11879212;
63;213669;811450;463406;11946357;
64;217987;827439;426412;11321274;
65;219042;828459;434737;11857130;
66;213080;883948;427146;11464294;
67;223202;830105;424755;11673525;
68;221250;828334;424789;11578464;
69;220897;835087;439005;11625225;
70;221390;831183;515211;11873178;
71;220235;889756;433955;11944058;
72;224735;833853;434005;11466482;
73;222228;830391;434550;12269432;
74;220474;828308;429391;11320333;
75;219523;829923;430801;11824895;
76;221363;828092;429749;11703624;
77;219545;826266;425973;11337886;
78;220869;916600;433482;11401448;
79;220789;833925;430017;11536787;
80;221839;832878;427027;11895640;
81;227759;988223;434063;12163412;
82;219616;941839;427416;11315569;
83;217121;880898;465438;12301048;
84;218866;832436;436176;11950897;
85;214007;812095;416212;11564079;
86;250223;883026;495568;12866184;
87;262427;999205;520047;13584865;
88;217389;827324;430245;11435186;
89;220157;830425;430760;11865773;
90;220676;833639;428597;11956540;
91;211122;811530;426554;11778300;
92;213559;832789;449047;11779360;
93;218076;830675;428717;11981641;
94;217205;829666;434609;11662061;
95;219062;826005;433058;12010517;
96;217500;829681;427582;11349038;
97;216662;827712;434246;11502089;
98;263253;828580;426058;11711290;
99;217660;811670;422983;13151816;
100;289666;847045;424388;12576017;



Macierz;V=100;gestosc=100
nr;BFS;DFS;Dijkstra;BellmanFord
1;185487;754005;361223;8553823;
2;216833;886304;422403;9356240;
3;192321;843748;383804;8258217;
4;191108;774270;374621;8143188;
5;190512;772812;373702;8098615;
6;191506;774977;372740;8062942;
7;190378;776861;376659;8085616;
8;190938;774586;372337;8066938;
9;192453;776801;372529;8033704;
10;190984;828610;378472;8044936;
11;186119;758865;364997;8002039;
12;186363;755797;361030;8218024;
13;186924;864767;362062;7847312;
14;186286;896718;563456;7743509;
15;190162;772847;374891;8098326;
16;191268;777609;369416;7921450;
17;198827;774245;373457;7988023;
18;189091;777014;397261;8130737;
19;191338;775608;374059;8009149;
20;191137;786349;413732;8035426;
21;217209;1037881;551564;9578925;
22;193186;775167;374005;7915066;
23;189027;774725;372145;7908021;
24;186180;850512;366407;7998145;
25;184848;899810;372060;8468730;
26;343399;874671;368878;7870884;
27;185008;753147;366354;8152621;
28;187615;757053;364455;8100726;
29;184783;756597;363358;7719748;
30;183926;758581;361466;7788171;
31;241012;754718;363797;7713951;
32;185908;757125;367409;7787409;
33;184749;753144;362619;7814050;
34;184154;756026;365885;8179364;
35;188930;806365;363899;8087954;
36;184619;756869;364016;8063059;
37;231826;909703;372256;7740814;
38;187388;767100;404515;7818939;
39;185531;755915;362254;7861405;
40;187277;756945;412900;8154922;
41;185775;758325;368797;7765843;
42;184901;756000;364834;7760206;
43;181135;753645;364692;7795455;
44;183394;754459;369923;7796491;
45;184595;752471;365723;7703075;
46;183675;757091;363130;7788019;
47;181456;756234;361891;7863969;
48;185530;804964;366983;7893496;
49;181220;755181;364109;7699027;
50;183628;858082;362643;7794760;
51;180162;754144;367394;7735641;
52;184537;815413;417815;7946907;
53;180219;754617;361987;7849384;
54;186102;757265;362002;7779748;
55;183917;757692;362152;8305075;
56;184858;757831;360747;7895310;
57;180171;755765;357436;7794303;
58;180376;856658;402406;7987548;
59;185226;757532;363934;7833368;
60;185474;755902;364575;7795823;
61;187554;759944;364053;7774356;
62;184779;759061;360637;8006989;
63;183551;753278;361266;7758280;
64;181204;754001;357580;7756239;
65;178842;761003;361892;7703620;
66;176543;736645;351904;7513581;
67;180736;736426;356926;8145277;
68;185806;758662;364547;7794160;
69;184402;757317;359487;7856653;
70;181642;757848;363947;7821180;
71;187228;759527;363489;8008191;
72;184016;755418;363364;7793709;
73;183730;754229;406328;7863039;
74;184546;759926;449862;7739586;
75;183766;753205;364085;7848638;
76;181695;754798;366837;7796192;
77;180380;753693;364944;7878398;
78;180026;757915;368761;7761249;
79;182860;754787;364976;7843864;
80;180863;756869;448285;8023416;
81;185533;757043;406920;8029537;
82;196018;754589;365043;7909510;
83;187763;754124;369499;7743181;
84;185111;758227;365993;7773348;
85;187172;847283;363937;7935105;
86;186088;828994;362660;7935600;
87;185292;759378;366044;7703249;
88;185335;756707;574099;7757632;
89;185410;755539;363766;8032554;
90;182519;753752;366423;7965565;
91;183704;761777;445023;7694058;
92;185049;756446;362643;7748794;
93;181271;756888;365990;7757930;
94;180450;755798;364469;7772927;
95;184849;757476;364719;7761190;
96;187992;846756;402447;7821329;
97;184478;755210;416864;7917490;
98;188544;758269;360557;7741633;
99;186562;954508;437220;7850727;
100;187415;759449;361298;7799589;



Lista;V=200;gestosc=25
nr;BFS;DFS;Dijkstra;BellmanFord
1;256491;875051;1055823;24705166;
2;319191;1270980;1172713;24416853;
3;259017;1145833;1874435;25075494;
4;261662;884936;1088164;25371483;
5;264419;889613;1101453;24844229;
6;264592;900098;1303012;24365059;
7;256732;875988;1079587;24141662;
8;254099;875293;1068219;25169815;
9;252936;864430;1062831;24332082;
10;267895;871121;1059351;24721640;
11;393209;920542;1275816;25115148;
12;253401;864183;1066846;24474315;
13;304807;881647;1077676;25517253;
14;260740;872721;1074667;25470305;
15;253551;867265;1108065;25437671;
16;301859;1299731;1070981;24870468;
17;256692;925378;1078916;25615827;
18;444472;1069082;1080005;25135200;
19;259509;871071;1269382;24673506;
20;297610;1015456;1099861;24984915;
21;265744;890084;1100190;24978803;
22;263465;896757;1133241;24834366;
23;262347;880383;1097717;24252256;
24;265954;910752;1110953;25128191;
25;263043;974545;1086771;24859005;
26;258558;876636;1085025;25173474;
27;255800;861894;1061258;24450605;
28;256472;869920;1225268;24905237;
29;344061;901676;1155279;24867527;
30;266618;914250;1111072;25544700;
31;260148;1011691;1094478;24408714;
32;267630;898546;1092316;25717984;
33;261701;923133;1231998;25538210;
34;262540;888892;1096294;24590567;
35;261921;900168;1139370;25183379;
36;260698;881326;1092669;24788811;
37;257097;938821;1074729;24523637;
38;255599;1120835;1182543;25005490;
39;254577;870748;1067194;24941211;
40;251849;917185;1047816;24270188;
41;255298;876742;1086299;25381661;
42;255635;863332;1061679;24659871;
43;257544;887835;1076271;24887399;
44;254725;874569;1088940;24762429;
45;249865;873464;1082229;23753845;
46;294561;860648;1068082;24344433;
47;255038;867019;1086576;24439912;
48;257613;985391;1075684;24536426;
49;253729;864360;1084400;25121581;
50;255685;872537;1081671;24245299;
51;263873;984209;1154594;24707582;
52;263806;871961;1189988;24534242;
53;257112;868179;1068233;25195531;
54;279282;938439;1295603;23997812;
55;252689;870891;1069235;24455428;
56;255059;861458;1061091;24433571;
57;334028;901532;1334048;24038624;
58;258315;874988;1069085;24635074;
59;256919;945928;1277836;24526187;
60;256527;897222;1071692;24857571;
61;354308;987483;1074973;24701083;
62;255114;866664;1069720;24980284;
63;251096;877216;1070784;25186847;
64;255390;874413;1060536;24543192;
65;321109;892167;1388312;24771516;
66;259863;872058;1201708;24306249;
67;264306;877323;1076798;24804614;
68;254049;866823;1071849;24881852;
69;253979;875571;1066586;24644179;
70;256853;868688;1073698;24994868;
71;262061;1058477;1205450;24454440;
72;253612;876143;1069625;24736785;
73;253404;877356;1077265;24687215;
74;254825;876795;1069265;24491096;
75;253064;863096;1071559;24447357;
76;261955;862555;1080132;24628803;
77;253211;876739;1060292;24162585;
78;249337;950539;1053872;23928553;
79;248528;863734;1109757;23932842;
80;252660;870106;1059931;23973640;
81;251956;872400;1076441;24114111;
82;249713;871220;1056527;23778248;
83;249471;869983;1061327;24742572;
84;258680;859335;1069730;25481177;
85;257943;865726;1063915;24472911;
86;259162;875326;1070964;24406710;
87;253621;871311;1069374;24121397;
88;249690;873967;1063743;24231463;
89;252258;947170;1060279;24058672;
90;250821;867589;1230042;23042493;
91;253599;872839;1068553;23690367;
92;252356;873091;1075822;24140138;
93;251131;866117;1068146;24810686;
94;253672;859839;1068077;24059447;
95;252928;1011812;1092644;23919771;
96;252503;868663;1057158;24216621;
97;251509;872718;1214202;24323081;
98;251478;862852;1057985;25012808;
99;277358;965338;1200746;24216841;
100;255122;978438;1129292;23970222;



Macierz;V=200;gestosc=25
nr;BFS;DFS;Dijkstra;BellmanFord
1;454202;1009010;1259592;61920966;
2;503066;1107991;1219677;63204419;
3;468710;1067893;1272451;62317115;
4;469755;1030432;1236006;61673412;
5;451538;1008224;1235807;60666509;
6;452864;999841;1206721;61166451;
7;494745;1002798;1245845;60996261;
8;454396;1084872;1207414;62035085;
9;455433;1007638;1205897;63354824;
10;476656;1026636;1235015;62321086;
11;459269;1052328;1304497;62201597;
12;478375;1054743;1228850;62231903;
13;468628;1032856;1237979;62263482;
14;704241;1220524;1207975;69543220;
15;580682;1271434;1447178;64885473;
16;469461;1105173;1249654;62254921;
17;470620;1122986;1231741;62131244;
18;458081;1004314;1202765;63264892;
19;469827;1028334;1241073;61855494;
20;459381;996709;1212874;61005066;
21;452626;999313;1209772;61647774;
22;449115;1002887;1200463;62165386;
23;460873;1002098;1213790;61506248;
24;457269;1007817;1272594;61521398;
25;455566;999499;1500598;61745730;
26;459795;999224;1203120;61170565;
27;448787;1000166;1339555;61267523;
28;451084;999318;1205741;61996267;
29;473448;1048630;1243543;62147172;
30;482829;1105757;1224202;61384053;
31;455815;1000375;1219619;61866067;
32;455556;995492;1200239;60816625;
33;456418;1006740;1208609;61679664;
34;458119;996632;1312991;61926707;
35;457520;1073335;1279972;61646676;
36;466675;1060776;1271617;61751126;
37;457855;1007751;1208473;61397790;
38;456331;1104038;1206347;61381424;
39;455145;1003858;1197635;61770595;
40;455270;1007030;1208805;61495932;
41;460523;990977;1314814;61498402;
42;564434;1005785;1220305;61319497;
43;459985;1008400;1215274;63410562;
44;447455;1006806;1211849;61595985;
45;455116;1075234;1203139;62244192;
46;457415;1003869;1204631;61770693;
47;526230;1014021;1213161;61439344;
48;454674;1004315;1213471;61414558;
49;452470;1067512;1205922;61012384;
50;453236;1003587;1208283;61138525;
51;456940;1058565;1206670;62029527;
52;457742;999786;1245150;61424416;
53;459676;1218143;1191103;60872973;
54;456657;1012423;1259253;61065187;
55;453266;1020944;1280501;61542158;
56;455502;1035207;1319957;62214190;
57;453226;1009222;1270392;61378081;
58;454496;1031189;1203710;61658772;
59;458216;1005560;1277007;61551490;
60;454203;1003705;1206583;61014420;
61;492274;1066591;1213790;61440376;
62;453225;1003257;1202117;61525657;
63;455551;1001564;1404627;61667577;
64;457643;1059354;1210970;61646208;
65;454227;1009737;1218259;61202972;
66;454446;988714;1206100;60537719;
67;453946;1085562;1203755;61413519;
68;451010;1000969;1201018;61731415;
69;456153;997796;1294472;61367941;
70;454969;1004948;1202974;61510855;
71;458983;1002298;1203507;61746169;
72;461259;996549;1212934;61765030;
73;495309;1003139;1209668;60485602;
74;454596;991610;1201868;61858454;
75;456182;1207554;1496384;61218728;
76;460035;1002159;1196743;61524725;
77;455213;1003275;1195236;61664927;
78;570118;1023514;1390518;61546491;
79;453733;993499;1208796;60673815;
80;452560;1012594;1203609;61014224;
81;539113;1049513;1210755;61216452;
82;454658;1052827;1259342;61702408;
83;515683;999623;1204031;61608217;
84;454396;1004501;1222238;61726040;
85;454080;1011034;1281053;61180291;
86;455737;1005754;1215765;62476947;
87;450750;1076974;1493323;61127124;
88;459128;1001006;1203405;61460180;
89;455583;1000410;1204859;60746009;
90;451933;999926;1257179;61093252;
91;560195;1010130;1205085;61034266;
92;456189;1003428;1212032;61498410;
93;452815;1107694;1223134;61988730;
94;514664;1002800;1209181;61590293;
95;456284;991264;1208370;61236318;
96;455155;1003956;1272802;61721371;
97;455669;1105901;1201751;61398361;
98;521050;1010096;1202099;61133017;
99;455483;1006815;1209467;60883253;
100;452571;1046212;1187246;60961871;



